ts,px,py,pz,vx,vy,vz,ax,ay,az
3.58,4.5286,4.466528729576656,3.0,-1.6644025364480743,-1.1089473371919951,0.0,1.2182001735168924,-1.8734092483686737,0.0
3.6,4.4958,4.443658415167834,3.0,-1.6405685138868706,-1.143912125664828,0.0,1.1917011280601852,-1.7482394236416399,0.0
3.62,4.46344,4.42012130284564,3.0,-1.6174111388232553,-1.1764273067259448,0.0,1.1578687531807685,-1.625759053055842,0.0
3.64,4.43156,4.396005913541686,3.0,-1.59505388060836,-1.2065666653592795,0.0,1.1178629107447602,-1.5069679316667361,0.0
3.66,4.40008,4.371311823612907,3.0,-1.5736123109571833,-1.2344003786470552,0.0,1.0720784825588359,-1.3916856643887865,0.0
3.68,4.36904,4.346131271516865,3.0,-1.5531936006648988,-1.2599958884272628,0.0,1.0209355146142296,-1.2797754890103819,0.0
3.7,4.33836,4.320461212815991,3.0,-1.5338972736867795,-1.2834169835935103,0.0,0.9648163489059614,-1.1710547583123732,0.0
3.72,4.30804,4.294363054097724,3.0,-1.5158028218063402,-1.3047382133608016,0.0,0.9047225940219672,-1.066061488364567,0.0
3.74,4.27804,4.267865033005637,3.0,-1.4989954841117106,-1.3240137984978473,0.0,0.8403668847314805,-0.9637792568522818,0.0
3.7600000000000002,4.24836,4.241031032165614,3.0,-1.4835522197485755,-1.3412951991560522,0.0,0.7721632181567517,-0.8640700329102469,0.0
3.7800000000000002,4.218999999999999,4.213927243549165,3.0,-1.4695507546137208,-1.356621015469775,0.0,0.7000732567427392,-0.7662908156861437,0.0
3.8000000000000003,4.18984,4.186507910710975,3.0,-1.4570325722985493,-1.370056963509573,0.0,0.6259091157585717,-0.6717974019898931,0.0
3.8200000000000003,4.16092,4.158875752004301,3.0,-1.4460440169886701,-1.3816499921945755,0.0,0.5494277654939594,-0.579651434250128,0.0
3.84,4.1322,4.131059621364093,3.0,-1.436639660845948,-1.3914260615945206,0.0,0.4702178071361085,-0.48880346999725655,0.0
3.86,4.1036,4.103048452806676,3.0,-1.4288459745800444,-1.3994281621170856,0.0,0.38968431329517994,-0.40010502612825016,0.0
